id,warehouse_id,bin_code,description,capacity_units,current_occupancy_units,status,created_at
"212","2","WH-HN-01-A-R01-03-L4","Row 1, Rack 3, Level 4 (A zone)","20","4","active","2024-01-01 00:00:00"
"213","2","WH-HN-01-A-R01-04-L1","Row 1, Rack 4, Level 1 (A zone)","20","3","active","2024-01-01 00:00:00"
"214","2","WH-HN-01-A-R01-04-L2","Row 1, Rack 4, Level 2 (A zone)","20","4","active","2024-01-01 00:00:00"
"215","2","WH-HN-01-A-R01-04-L3","Row 1, Rack 4, Level 3 (A zone)","20","0","active","2024-01-01 00:00:00"
"216","2","WH-HN-01-A-R01-04-L4","Row 1, Rack 4, Level 4 (A zone)","20","3","active","2024-01-01 00:00:00"
"217","2","WH-HN-01-A-R01-05-L1","Row 1, Rack 5, Level 1 (A zone)","20","1","active","2024-01-01 00:00:00"
"218","2","WH-HN-01-A-R01-05-L2","Row 1, Rack 5, Level 2 (A zone)","20","15","active","2024-01-01 00:00:00"
"219","2","WH-HN-01-A-R01-05-L3","Row 1, Rack 5, Level 3 (A zone)","20","14","active","2024-01-01 00:00:00"
"220","2","WH-HN-01-A-R01-05-L4","Row 1, Rack 5, Level 4 (A zone)","20","13","active","2024-01-01 00:00:00"
"221","2","WH-HN-01-A-R02-01-L1","Row 2, Rack 1, Level 1 (A zone)","20","0","active","2024-01-01 00:00:00"
"222","2","WH-HN-01-A-R02-01-L2","Row 2, Rack 1, Level 2 (A zone)","20","10","active","2024-01-01 00:00:00"
"223","2","WH-HN-01-A-R02-01-L3","Row 2, Rack 1, Level 3 (A zone)","20","10","active","2024-01-01 00:00:00"
"224","2","WH-HN-01-A-R02-01-L4","Row 2, Rack 1, Level 4 (A zone)","20","15","active","2024-01-01 00:00:00"
"225","2","WH-HN-01-A-R02-02-L1","Row 2, Rack 2, Level 1 (A zone)","20","1","active","2024-01-01 00:00:00"
"226","2","WH-HN-01-A-R02-02-L2","Row 2, Rack 2, Level 2 (A zone)","20","14","active","2024-01-01 00:00:00"
"227","2","WH-HN-01-A-R02-02-L3","Row 2, Rack 2, Level 3 (A zone)","20","10","active","2024-01-01 00:00:00"
"228","2","WH-HN-01-A-R02-02-L4","Row 2, Rack 2, Level 4 (A zone)","20","15","active","2024-01-01 00:00:00"
"229","2","WH-HN-01-A-R02-03-L1","Row 2, Rack 3, Level 1 (A zone)","20","11","active","2024-01-01 00:00:00"
"230","2","WH-HN-01-A-R02-03-L2","Row 2, Rack 3, Level 2 (A zone)","20","0","active","2024-01-01 00:00:00"
"231","2","WH-HN-01-A-R02-03-L3","Row 2, Rack 3, Level 3 (A zone)","20","15","active","2024-01-01 00:00:00"
"232","2","WH-HN-01-A-R02-03-L4","Row 2, Rack 3, Level 4 (A zone)","20","9","active","2024-01-01 00:00:00"
"233","2","WH-HN-01-A-R02-04-L1","Row 2, Rack 4, Level 1 (A zone)","20","3","active","2024-01-01 00:00:00"
"234","2","WH-HN-01-A-R02-04-L2","Row 2, Rack 4, Level 2 (A zone)","20","10","active","2024-01-01 00:00:00"
"235","2","WH-HN-01-A-R02-04-L3","Row 2, Rack 4, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"236","2","WH-HN-01-A-R02-04-L4","Row 2, Rack 4, Level 4 (A zone)","20","12","active","2024-01-01 00:00:00"
"237","2","WH-HN-01-A-R02-05-L1","Row 2, Rack 5, Level 1 (A zone)","20","8","active","2024-01-01 00:00:00"
"238","2","WH-HN-01-A-R02-05-L2","Row 2, Rack 5, Level 2 (A zone)","20","2","active","2024-01-01 00:00:00"
"239","2","WH-HN-01-A-R02-05-L3","Row 2, Rack 5, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"240","2","WH-HN-01-A-R02-05-L4","Row 2, Rack 5, Level 4 (A zone)","20","6","active","2024-01-01 00:00:00"
"241","2","WH-HN-01-A-R03-01-L1","Row 3, Rack 1, Level 1 (A zone)","20","3","active","2024-01-01 00:00:00"
"242","2","WH-HN-01-A-R03-01-L2","Row 3, Rack 1, Level 2 (A zone)","20","9","active","2024-01-01 00:00:00"
"243","2","WH-HN-01-A-R03-01-L3","Row 3, Rack 1, Level 3 (A zone)","20","0","active","2024-01-01 00:00:00"
"244","2","WH-HN-01-A-R03-01-L4","Row 3, Rack 1, Level 4 (A zone)","20","1","active","2024-01-01 00:00:00"
"245","2","WH-HN-01-A-R03-02-L1","Row 3, Rack 2, Level 1 (A zone)","20","13","active","2024-01-01 00:00:00"
"246","2","WH-HN-01-A-R03-02-L2","Row 3, Rack 2, Level 2 (A zone)","20","6","active","2024-01-01 00:00:00"
"247","2","WH-HN-01-A-R03-02-L3","Row 3, Rack 2, Level 3 (A zone)","20","8","active","2024-01-01 00:00:00"
"248","2","WH-HN-01-A-R03-02-L4","Row 3, Rack 2, Level 4 (A zone)","20","0","active","2024-01-01 00:00:00"
"249","2","WH-HN-01-A-R03-03-L1","Row 3, Rack 3, Level 1 (A zone)","20","1","active","2024-01-01 00:00:00"
"250","2","WH-HN-01-A-R03-03-L2","Row 3, Rack 3, Level 2 (A zone)","20","3","active","2024-01-01 00:00:00"
"251","2","WH-HN-01-A-R03-03-L3","Row 3, Rack 3, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"252","2","WH-HN-01-A-R03-03-L4","Row 3, Rack 3, Level 4 (A zone)","20","5","active","2024-01-01 00:00:00"
"253","2","WH-HN-01-A-R03-04-L1","Row 3, Rack 4, Level 1 (A zone)","20","1","active","2024-01-01 00:00:00"
"254","2","WH-HN-01-A-R03-04-L2","Row 3, Rack 4, Level 2 (A zone)","20","9","active","2024-01-01 00:00:00"
"255","2","WH-HN-01-A-R03-04-L3","Row 3, Rack 4, Level 3 (A zone)","20","0","active","2024-01-01 00:00:00"
"256","2","WH-HN-01-A-R03-04-L4","Row 3, Rack 4, Level 4 (A zone)","20","0","active","2024-01-01 00:00:00"
"257","2","WH-HN-01-A-R03-05-L1","Row 3, Rack 5, Level 1 (A zone)","20","11","active","2024-01-01 00:00:00"
"258","2","WH-HN-01-A-R03-05-L2","Row 3, Rack 5, Level 2 (A zone)","20","9","active","2024-01-01 00:00:00"
"259","2","WH-HN-01-A-R03-05-L3","Row 3, Rack 5, Level 3 (A zone)","20","8","active","2024-01-01 00:00:00"
"260","2","WH-HN-01-A-R03-05-L4","Row 3, Rack 5, Level 4 (A zone)","20","5","active","2024-01-01 00:00:00"
"261","2","WH-HN-01-B-R04-01-L1","Row 4, Rack 1, Level 1 (B zone)","50","31","active","2024-01-01 00:00:00"
"262","2","WH-HN-01-B-R04-01-L2","Row 4, Rack 1, Level 2 (B zone)","50","25","active","2024-01-01 00:00:00"
"263","2","WH-HN-01-B-R04-01-L3","Row 4, Rack 1, Level 3 (B zone)","50","15","active","2024-01-01 00:00:00"
"264","2","WH-HN-01-B-R04-01-L4","Row 4, Rack 1, Level 4 (B zone)","50","4","active","2024-01-01 00:00:00"
"265","2","WH-HN-01-B-R04-02-L1","Row 4, Rack 2, Level 1 (B zone)","50","16","active","2024-01-01 00:00:00"
"266","2","WH-HN-01-B-R04-02-L2","Row 4, Rack 2, Level 2 (B zone)","50","2","active","2024-01-01 00:00:00"
"267","2","WH-HN-01-B-R04-02-L3","Row 4, Rack 2, Level 3 (B zone)","50","19","active","2024-01-01 00:00:00"
"268","2","WH-HN-01-B-R04-02-L4","Row 4, Rack 2, Level 4 (B zone)","50","0","active","2024-01-01 00:00:00"
"269","2","WH-HN-01-B-R04-03-L1","Row 4, Rack 3, Level 1 (B zone)","50","2","active","2024-01-01 00:00:00"
"270","2","WH-HN-01-B-R04-03-L2","Row 4, Rack 3, Level 2 (B zone)","50","11","active","2024-01-01 00:00:00"
"271","2","WH-HN-01-B-R04-03-L3","Row 4, Rack 3, Level 3 (B zone)","50","18","active","2024-01-01 00:00:00"
"272","2","WH-HN-01-B-R04-03-L4","Row 4, Rack 3, Level 4 (B zone)","50","34","active","2024-01-01 00:00:00"
"273","2","WH-HN-01-B-R04-04-L1","Row 4, Rack 4, Level 1 (B zone)","50","25","active","2024-01-01 00:00:00"
"274","2","WH-HN-01-B-R04-04-L2","Row 4, Rack 4, Level 2 (B zone)","50","32","active","2024-01-01 00:00:00"
"275","2","WH-HN-01-B-R04-04-L3","Row 4, Rack 4, Level 3 (B zone)","50","13","active","2024-01-01 00:00:00"
"276","2","WH-HN-01-B-R04-04-L4","Row 4, Rack 4, Level 4 (B zone)","50","31","active","2024-01-01 00:00:00"
"277","2","WH-HN-01-B-R04-05-L1","Row 4, Rack 5, Level 1 (B zone)","50","32","active","2024-01-01 00:00:00"
"278","2","WH-HN-01-B-R04-05-L2","Row 4, Rack 5, Level 2 (B zone)","50","4","active","2024-01-01 00:00:00"
"279","2","WH-HN-01-B-R04-05-L3","Row 4, Rack 5, Level 3 (B zone)","50","3","active","2024-01-01 00:00:00"
"280","2","WH-HN-01-B-R04-05-L4","Row 4, Rack 5, Level 4 (B zone)","50","33","active","2024-01-01 00:00:00"
"281","2","WH-HN-01-B-R05-01-L1","Row 5, Rack 1, Level 1 (B zone)","50","17","active","2024-01-01 00:00:00"
"282","2","WH-HN-01-B-R05-01-L2","Row 5, Rack 1, Level 2 (B zone)","50","36","active","2024-01-01 00:00:00"
"283","2","WH-HN-01-B-R05-01-L3","Row 5, Rack 1, Level 3 (B zone)","50","20","active","2024-01-01 00:00:00"
"284","2","WH-HN-01-B-R05-01-L4","Row 5, Rack 1, Level 4 (B zone)","50","14","active","2024-01-01 00:00:00"
"285","2","WH-HN-01-B-R05-02-L1","Row 5, Rack 2, Level 1 (B zone)","50","34","active","2024-01-01 00:00:00"
"286","2","WH-HN-01-B-R05-02-L2","Row 5, Rack 2, Level 2 (B zone)","50","6","active","2024-01-01 00:00:00"
"287","2","WH-HN-01-B-R05-02-L3","Row 5, Rack 2, Level 3 (B zone)","50","20","active","2024-01-01 00:00:00"
"288","2","WH-HN-01-B-R05-02-L4","Row 5, Rack 2, Level 4 (B zone)","50","40","active","2024-01-01 00:00:00"
"289","2","WH-HN-01-B-R05-03-L1","Row 5, Rack 3, Level 1 (B zone)","50","10","active","2024-01-01 00:00:00"
"290","2","WH-HN-01-B-R05-03-L2","Row 5, Rack 3, Level 2 (B zone)","50","34","active","2024-01-01 00:00:00"
"291","2","WH-HN-01-B-R05-03-L3","Row 5, Rack 3, Level 3 (B zone)","50","0","active","2024-01-01 00:00:00"
"292","2","WH-HN-01-B-R05-03-L4","Row 5, Rack 3, Level 4 (B zone)","50","2","active","2024-01-01 00:00:00"
"293","2","WH-HN-01-B-R05-04-L1","Row 5, Rack 4, Level 1 (B zone)","50","1","active","2024-01-01 00:00:00"
"294","2","WH-HN-01-B-R05-04-L2","Row 5, Rack 4, Level 2 (B zone)","50","31","active","2024-01-01 00:00:00"
"295","2","WH-HN-01-B-R05-04-L3","Row 5, Rack 4, Level 3 (B zone)","50","29","active","2024-01-01 00:00:00"
"296","2","WH-HN-01-B-R05-04-L4","Row 5, Rack 4, Level 4 (B zone)","50","15","active","2024-01-01 00:00:00"
"297","2","WH-HN-01-B-R05-05-L1","Row 5, Rack 5, Level 1 (B zone)","50","35","active","2024-01-01 00:00:00"
"298","2","WH-HN-01-B-R05-05-L2","Row 5, Rack 5, Level 2 (B zone)","50","5","active","2024-01-01 00:00:00"
"299","2","WH-HN-01-B-R05-05-L3","Row 5, Rack 5, Level 3 (B zone)","50","10","active","2024-01-01 00:00:00"
"300","2","WH-HN-01-B-R05-05-L4","Row 5, Rack 5, Level 4 (B zone)","50","13","active","2024-01-01 00:00:00"
"301","2","WH-HN-01-B-R06-01-L1","Row 6, Rack 1, Level 1 (B zone)","50","23","active","2024-01-01 00:00:00"
"302","2","WH-HN-01-B-R06-01-L2","Row 6, Rack 1, Level 2 (B zone)","50","37","active","2024-01-01 00:00:00"
"303","2","WH-HN-01-B-R06-01-L3","Row 6, Rack 1, Level 3 (B zone)","50","23","active","2024-01-01 00:00:00"
"304","2","WH-HN-01-B-R06-01-L4","Row 6, Rack 1, Level 4 (B zone)","50","40","active","2024-01-01 00:00:00"
"305","2","WH-HN-01-B-R06-02-L1","Row 6, Rack 2, Level 1 (B zone)","50","21","active","2024-01-01 00:00:00"
"306","2","WH-HN-01-B-R06-02-L2","Row 6, Rack 2, Level 2 (B zone)","50","0","active","2024-01-01 00:00:00"
"307","2","WH-HN-01-B-R06-02-L3","Row 6, Rack 2, Level 3 (B zone)","50","34","active","2024-01-01 00:00:00"
"308","2","WH-HN-01-B-R06-02-L4","Row 6, Rack 2, Level 4 (B zone)","50","34","active","2024-01-01 00:00:00"
"309","2","WH-HN-01-B-R06-03-L1","Row 6, Rack 3, Level 1 (B zone)","50","19","active","2024-01-01 00:00:00"
"310","2","WH-HN-01-B-R06-03-L2","Row 6, Rack 3, Level 2 (B zone)","50","11","active","2024-01-01 00:00:00"
"311","2","WH-HN-01-B-R06-03-L3","Row 6, Rack 3, Level 3 (B zone)","50","30","active","2024-01-01 00:00:00"
"312","2","WH-HN-01-B-R06-03-L4","Row 6, Rack 3, Level 4 (B zone)","50","38","active","2024-01-01 00:00:00"
"313","2","WH-HN-01-B-R06-04-L1","Row 6, Rack 4, Level 1 (B zone)","50","39","active","2024-01-01 00:00:00"
"314","2","WH-HN-01-B-R06-04-L2","Row 6, Rack 4, Level 2 (B zone)","50","6","active","2024-01-01 00:00:00"
"315","2","WH-HN-01-B-R06-04-L3","Row 6, Rack 4, Level 3 (B zone)","50","8","active","2024-01-01 00:00:00"
"316","2","WH-HN-01-B-R06-04-L4","Row 6, Rack 4, Level 4 (B zone)","50","15","active","2024-01-01 00:00:00"
"317","2","WH-HN-01-B-R06-05-L1","Row 6, Rack 5, Level 1 (B zone)","50","9","active","2024-01-01 00:00:00"
"318","2","WH-HN-01-B-R06-05-L2","Row 6, Rack 5, Level 2 (B zone)","50","36","active","2024-01-01 00:00:00"
"319","2","WH-HN-01-B-R06-05-L3","Row 6, Rack 5, Level 3 (B zone)","50","30","active","2024-01-01 00:00:00"
"320","2","WH-HN-01-B-R06-05-L4","Row 6, Rack 5, Level 4 (B zone)","50","14","active","2024-01-01 00:00:00"
"321","2","WH-HN-01-C-R07-01-L1","Row 7, Rack 1, Level 1 (C zone)","50","12","active","2024-01-01 00:00:00"
"322","2","WH-HN-01-C-R07-01-L2","Row 7, Rack 1, Level 2 (C zone)","50","5","active","2024-01-01 00:00:00"
"323","2","WH-HN-01-C-R07-01-L3","Row 7, Rack 1, Level 3 (C zone)","50","10","active","2024-01-01 00:00:00"
"324","2","WH-HN-01-C-R07-01-L4","Row 7, Rack 1, Level 4 (C zone)","50","3","active","2024-01-01 00:00:00"
"325","2","WH-HN-01-C-R07-02-L1","Row 7, Rack 2, Level 1 (C zone)","50","27","active","2024-01-01 00:00:00"
"326","2","WH-HN-01-C-R07-02-L2","Row 7, Rack 2, Level 2 (C zone)","50","30","active","2024-01-01 00:00:00"
"327","2","WH-HN-01-C-R07-02-L3","Row 7, Rack 2, Level 3 (C zone)","50","15","active","2024-01-01 00:00:00"
"328","2","WH-HN-01-C-R07-02-L4","Row 7, Rack 2, Level 4 (C zone)","50","17","active","2024-01-01 00:00:00"
"329","2","WH-HN-01-C-R07-03-L1","Row 7, Rack 3, Level 1 (C zone)","50","24","active","2024-01-01 00:00:00"
"330","2","WH-HN-01-C-R07-03-L2","Row 7, Rack 3, Level 2 (C zone)","50","11","active","2024-01-01 00:00:00"
"331","2","WH-HN-01-C-R07-03-L3","Row 7, Rack 3, Level 3 (C zone)","50","17","active","2024-01-01 00:00:00"
"332","2","WH-HN-01-C-R07-03-L4","Row 7, Rack 3, Level 4 (C zone)","50","15","active","2024-01-01 00:00:00"
"333","2","WH-HN-01-C-R07-04-L1","Row 7, Rack 4, Level 1 (C zone)","50","21","active","2024-01-01 00:00:00"
"334","2","WH-HN-01-C-R07-04-L2","Row 7, Rack 4, Level 2 (C zone)","50","38","active","2024-01-01 00:00:00"
"335","2","WH-HN-01-C-R07-04-L3","Row 7, Rack 4, Level 3 (C zone)","50","32","active","2024-01-01 00:00:00"
"336","2","WH-HN-01-C-R07-04-L4","Row 7, Rack 4, Level 4 (C zone)","50","7","active","2024-01-01 00:00:00"
"337","2","WH-HN-01-C-R07-05-L1","Row 7, Rack 5, Level 1 (C zone)","50","28","active","2024-01-01 00:00:00"
"338","2","WH-HN-01-C-R07-05-L2","Row 7, Rack 5, Level 2 (C zone)","50","36","active","2024-01-01 00:00:00"
"339","2","WH-HN-01-C-R07-05-L3","Row 7, Rack 5, Level 3 (C zone)","50","3","active","2024-01-01 00:00:00"
"340","2","WH-HN-01-C-R07-05-L4","Row 7, Rack 5, Level 4 (C zone)","50","8","active","2024-01-01 00:00:00"
"341","2","WH-HN-01-C-R08-01-L1","Row 8, Rack 1, Level 1 (C zone)","50","18","active","2024-01-01 00:00:00"
"342","2","WH-HN-01-C-R08-01-L2","Row 8, Rack 1, Level 2 (C zone)","50","12","active","2024-01-01 00:00:00"
"343","2","WH-HN-01-C-R08-01-L3","Row 8, Rack 1, Level 3 (C zone)","50","8","active","2024-01-01 00:00:00"
"344","2","WH-HN-01-C-R08-01-L4","Row 8, Rack 1, Level 4 (C zone)","50","30","active","2024-01-01 00:00:00"
"345","2","WH-HN-01-C-R08-02-L1","Row 8, Rack 2, Level 1 (C zone)","50","2","active","2024-01-01 00:00:00"
"346","2","WH-HN-01-C-R08-02-L2","Row 8, Rack 2, Level 2 (C zone)","50","36","active","2024-01-01 00:00:00"
"347","2","WH-HN-01-C-R08-02-L3","Row 8, Rack 2, Level 3 (C zone)","50","14","active","2024-01-01 00:00:00"
"348","2","WH-HN-01-C-R08-02-L4","Row 8, Rack 2, Level 4 (C zone)","50","40","active","2024-01-01 00:00:00"
"349","2","WH-HN-01-C-R08-03-L1","Row 8, Rack 3, Level 1 (C zone)","50","0","active","2024-01-01 00:00:00"
"350","2","WH-HN-01-C-R08-03-L2","Row 8, Rack 3, Level 2 (C zone)","50","9","active","2024-01-01 00:00:00"
"351","2","WH-HN-01-C-R08-03-L3","Row 8, Rack 3, Level 3 (C zone)","50","31","active","2024-01-01 00:00:00"
"352","2","WH-HN-01-C-R08-03-L4","Row 8, Rack 3, Level 4 (C zone)","50","40","active","2024-01-01 00:00:00"
"353","2","WH-HN-01-C-R08-04-L1","Row 8, Rack 4, Level 1 (C zone)","50","3","active","2024-01-01 00:00:00"
"354","2","WH-HN-01-C-R08-04-L2","Row 8, Rack 4, Level 2 (C zone)","50","5","active","2024-01-01 00:00:00"
"355","2","WH-HN-01-C-R08-04-L3","Row 8, Rack 4, Level 3 (C zone)","50","14","active","2024-01-01 00:00:00"
"356","2","WH-HN-01-C-R08-04-L4","Row 8, Rack 4, Level 4 (C zone)","50","20","active","2024-01-01 00:00:00"
"357","2","WH-HN-01-C-R08-05-L1","Row 8, Rack 5, Level 1 (C zone)","50","10","active","2024-01-01 00:00:00"
"358","2","WH-HN-01-C-R08-05-L2","Row 8, Rack 5, Level 2 (C zone)","50","10","active","2024-01-01 00:00:00"
"359","2","WH-HN-01-C-R08-05-L3","Row 8, Rack 5, Level 3 (C zone)","50","0","active","2024-01-01 00:00:00"
"360","2","WH-HN-01-C-R08-05-L4","Row 8, Rack 5, Level 4 (C zone)","50","34","active","2024-01-01 00:00:00"
"361","2","WH-HN-01-D-R09-01-L1","Row 9, Rack 1, Level 1 (D zone)","100","24","active","2024-01-01 00:00:00"
"362","2","WH-HN-01-D-R09-01-L2","Row 9, Rack 1, Level 2 (D zone)","100","70","active","2024-01-01 00:00:00"
"363","2","WH-HN-01-D-R09-01-L3","Row 9, Rack 1, Level 3 (D zone)","100","4","active","2024-01-01 00:00:00"
"364","2","WH-HN-01-D-R09-01-L4","Row 9, Rack 1, Level 4 (D zone)","100","70","active","2024-01-01 00:00:00"
"365","2","WH-HN-01-D-R09-02-L1","Row 9, Rack 2, Level 1 (D zone)","100","76","active","2024-01-01 00:00:00"
"366","2","WH-HN-01-D-R09-02-L2","Row 9, Rack 2, Level 2 (D zone)","100","53","active","2024-01-01 00:00:00"
"367","2","WH-HN-01-D-R09-02-L3","Row 9, Rack 2, Level 3 (D zone)","100","21","active","2024-01-01 00:00:00"
"368","2","WH-HN-01-D-R09-02-L4","Row 9, Rack 2, Level 4 (D zone)","100","30","active","2024-01-01 00:00:00"
"369","2","WH-HN-01-D-R09-03-L1","Row 9, Rack 3, Level 1 (D zone)","100","33","active","2024-01-01 00:00:00"
"370","2","WH-HN-01-D-R09-03-L2","Row 9, Rack 3, Level 2 (D zone)","100","8","active","2024-01-01 00:00:00"
"371","2","WH-HN-01-D-R09-03-L3","Row 9, Rack 3, Level 3 (D zone)","100","42","active","2024-01-01 00:00:00"
"372","2","WH-HN-01-D-R09-03-L4","Row 9, Rack 3, Level 4 (D zone)","100","26","active","2024-01-01 00:00:00"
"373","2","WH-HN-01-D-R09-04-L1","Row 9, Rack 4, Level 1 (D zone)","100","57","active","2024-01-01 00:00:00"
"374","2","WH-HN-01-D-R09-04-L2","Row 9, Rack 4, Level 2 (D zone)","100","12","active","2024-01-01 00:00:00"
"375","2","WH-HN-01-D-R09-04-L3","Row 9, Rack 4, Level 3 (D zone)","100","37","active","2024-01-01 00:00:00"
"376","2","WH-HN-01-D-R09-04-L4","Row 9, Rack 4, Level 4 (D zone)","100","28","active","2024-01-01 00:00:00"
"377","2","WH-HN-01-D-R09-05-L1","Row 9, Rack 5, Level 1 (D zone)","100","22","active","2024-01-01 00:00:00"
"378","2","WH-HN-01-D-R09-05-L2","Row 9, Rack 5, Level 2 (D zone)","100","20","active","2024-01-01 00:00:00"
"379","2","WH-HN-01-D-R09-05-L3","Row 9, Rack 5, Level 3 (D zone)","100","41","active","2024-01-01 00:00:00"
"380","2","WH-HN-01-D-R09-05-L4","Row 9, Rack 5, Level 4 (D zone)","100","19","active","2024-01-01 00:00:00"
"381","2","WH-HN-01-D-R10-01-L1","Row 10, Rack 1, Level 1 (D zone)","100","63","active","2024-01-01 00:00:00"
"382","2","WH-HN-01-D-R10-01-L2","Row 10, Rack 1, Level 2 (D zone)","100","32","active","2024-01-01 00:00:00"
"383","2","WH-HN-01-D-R10-01-L3","Row 10, Rack 1, Level 3 (D zone)","100","15","active","2024-01-01 00:00:00"
"384","2","WH-HN-01-D-R10-01-L4","Row 10, Rack 1, Level 4 (D zone)","100","18","active","2024-01-01 00:00:00"
"385","2","WH-HN-01-D-R10-02-L1","Row 10, Rack 2, Level 1 (D zone)","100","62","active","2024-01-01 00:00:00"
"386","2","WH-HN-01-D-R10-02-L2","Row 10, Rack 2, Level 2 (D zone)","100","42","active","2024-01-01 00:00:00"
"387","2","WH-HN-01-D-R10-02-L3","Row 10, Rack 2, Level 3 (D zone)","100","10","active","2024-01-01 00:00:00"
"388","2","WH-HN-01-D-R10-02-L4","Row 10, Rack 2, Level 4 (D zone)","100","7","active","2024-01-01 00:00:00"
"389","2","WH-HN-01-D-R10-03-L1","Row 10, Rack 3, Level 1 (D zone)","100","39","active","2024-01-01 00:00:00"
"390","2","WH-HN-01-D-R10-03-L2","Row 10, Rack 3, Level 2 (D zone)","100","10","active","2024-01-01 00:00:00"
"391","2","WH-HN-01-D-R10-03-L3","Row 10, Rack 3, Level 3 (D zone)","100","74","active","2024-01-01 00:00:00"
"392","2","WH-HN-01-D-R10-03-L4","Row 10, Rack 3, Level 4 (D zone)","100","6","active","2024-01-01 00:00:00"
"393","2","WH-HN-01-D-R10-04-L1","Row 10, Rack 4, Level 1 (D zone)","100","7","active","2024-01-01 00:00:00"
"394","2","WH-HN-01-D-R10-04-L2","Row 10, Rack 4, Level 2 (D zone)","100","74","active","2024-01-01 00:00:00"
"395","2","WH-HN-01-D-R10-04-L3","Row 10, Rack 4, Level 3 (D zone)","100","59","active","2024-01-01 00:00:00"
"396","2","WH-HN-01-D-R10-04-L4","Row 10, Rack 4, Level 4 (D zone)","100","57","active","2024-01-01 00:00:00"
"397","2","WH-HN-01-D-R10-05-L1","Row 10, Rack 5, Level 1 (D zone)","100","57","active","2024-01-01 00:00:00"
"398","2","WH-HN-01-D-R10-05-L2","Row 10, Rack 5, Level 2 (D zone)","100","12","active","2024-01-01 00:00:00"
"399","2","WH-HN-01-D-R10-05-L3","Row 10, Rack 5, Level 3 (D zone)","100","51","active","2024-01-01 00:00:00"
"400","2","WH-HN-01-D-R10-05-L4","Row 10, Rack 5, Level 4 (D zone)","100","10","active","2024-01-01 00:00:00"
"401","3","WH-SRV-01-A-R01-01-L1","Row 1, Rack 1, Level 1 (A zone)","20","13","active","2024-01-01 00:00:00"
"402","3","WH-SRV-01-A-R01-01-L2","Row 1, Rack 1, Level 2 (A zone)","20","8","active","2024-01-01 00:00:00"
"403","3","WH-SRV-01-A-R01-01-L3","Row 1, Rack 1, Level 3 (A zone)","20","3","active","2024-01-01 00:00:00"
"404","3","WH-SRV-01-A-R01-01-L4","Row 1, Rack 1, Level 4 (A zone)","20","11","active","2024-01-01 00:00:00"
"405","3","WH-SRV-01-A-R01-02-L1","Row 1, Rack 2, Level 1 (A zone)","20","10","active","2024-01-01 00:00:00"
"406","3","WH-SRV-01-A-R01-02-L2","Row 1, Rack 2, Level 2 (A zone)","20","5","active","2024-01-01 00:00:00"
"407","3","WH-SRV-01-A-R01-02-L3","Row 1, Rack 2, Level 3 (A zone)","20","10","active","2024-01-01 00:00:00"
"408","3","WH-SRV-01-A-R01-02-L4","Row 1, Rack 2, Level 4 (A zone)","20","3","active","2024-01-01 00:00:00"
"409","3","WH-SRV-01-A-R01-03-L1","Row 1, Rack 3, Level 1 (A zone)","20","5","active","2024-01-01 00:00:00"
"410","3","WH-SRV-01-A-R01-03-L2","Row 1, Rack 3, Level 2 (A zone)","20","4","active","2024-01-01 00:00:00"
"411","3","WH-SRV-01-A-R01-03-L3","Row 1, Rack 3, Level 3 (A zone)","20","9","active","2024-01-01 00:00:00"
"412","3","WH-SRV-01-A-R01-03-L4","Row 1, Rack 3, Level 4 (A zone)","20","11","active","2024-01-01 00:00:00"
"413","3","WH-SRV-01-A-R01-04-L1","Row 1, Rack 4, Level 1 (A zone)","20","5","active","2024-01-01 00:00:00"
"414","3","WH-SRV-01-A-R01-04-L2","Row 1, Rack 4, Level 2 (A zone)","20","11","active","2024-01-01 00:00:00"
"415","3","WH-SRV-01-A-R01-04-L3","Row 1, Rack 4, Level 3 (A zone)","20","13","active","2024-01-01 00:00:00"
"416","3","WH-SRV-01-A-R01-04-L4","Row 1, Rack 4, Level 4 (A zone)","20","4","active","2024-01-01 00:00:00"
"417","3","WH-SRV-01-A-R01-05-L1","Row 1, Rack 5, Level 1 (A zone)","20","7","active","2024-01-01 00:00:00"
"418","3","WH-SRV-01-A-R01-05-L2","Row 1, Rack 5, Level 2 (A zone)","20","0","active","2024-01-01 00:00:00"
"419","3","WH-SRV-01-A-R01-05-L3","Row 1, Rack 5, Level 3 (A zone)","20","1","active","2024-01-01 00:00:00"
"420","3","WH-SRV-01-A-R01-05-L4","Row 1, Rack 5, Level 4 (A zone)","20","11","active","2024-01-01 00:00:00"
"421","3","WH-SRV-01-A-R02-01-L1","Row 2, Rack 1, Level 1 (A zone)","20","0","active","2024-01-01 00:00:00"
"422","3","WH-SRV-01-A-R02-01-L2","Row 2, Rack 1, Level 2 (A zone)","20","6","active","2024-01-01 00:00:00"
"423","3","WH-SRV-01-A-R02-01-L3","Row 2, Rack 1, Level 3 (A zone)","20","1","active","2024-01-01 00:00:00"
"424","3","WH-SRV-01-A-R02-01-L4","Row 2, Rack 1, Level 4 (A zone)","20","6","active","2024-01-01 00:00:00"
"425","3","WH-SRV-01-A-R02-02-L1","Row 2, Rack 2, Level 1 (A zone)","20","11","active","2024-01-01 00:00:00"
